Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount
48,-0.580628965,0.482683933,1.33312308,-0.253080023,-0.02846894,-0.5191657,0.503249461,0.117773483,0.117112238,-0.420487539,0.449718914,-0.01786483,-1.983823179,0.321663489,-1.42530188,0.125194163,-0.404409452,0.097776857,-0.020531268,-0.29875073,-0.042142326,-0.148707276,0.001451165,0.302764487,-0.680714199,-0.015553924,-0.006307004,0.164222205,21.66
48,-1.793406244,1.854603991,0.979513977,1.112261526,-0.206402962,-0.199545668,0.616642404,0.064180353,0.690271532,1.551723817,-0.161964842,0.424213061,0.015944401,-0.405832818,0.271930433,-1.423020649,0.676324383,-0.9110483,0.461845498,0.667846872,-0.180722526,0.23513817,-0.091441571,0.417654474,0.122733846,-0.232985041,0.811879841,0.618568312,26.72
49,1.098608346,0.202423564,0.525455972,1.323436272,-0.130486421,0.039924307,0.028379416,0.072841071,-0.097869352,0.019512995,1.474413321,1.689674218,0.506780523,0.125136665,-0.892709712,-0.621679133,0.044340267,-0.642093954,-0.161986891,-0.128040892,-0.024971678,0.15426426,-0.063146743,0.253205307,0.629405435,-0.345344655,0.040469338,0.01026375,13.18
49,-0.549626145,0.418949154,1.729833252,0.203065374,-0.187012388,0.253877552,0.500893778,0.251255795,-0.227984855,-0.57616942,1.102031894,0.823707807,-0.569509884,0.008710073,-1.04141381,-0.6034031,0.225483729,-0.3521326,0.194946381,0.016970371,0.115062466,0.418528728,-0.065132788,0.264980785,0.00395822,0.395968889,0.027182102,0.043505756,59.99
49,0.92154368,-0.067083754,0.077461028,0.953638217,0.067412463,0.016152465,0.320451557,0.038534028,-0.391512665,0.031560245,1.39169118,1.07936322,0.106267712,0.665985251,0.442253558,0.122646355,-0.492391586,-0.535140314,-0.078081834,0.120050786,-0.333929581,-1.299919567,0.08431099,-0.370397871,0.155101565,-0.834490365,0.000909065,0.035546876,135.51
50,-0.57152075,1.071600449,1.28011025,0.542780003,0.574438987,-0.259359266,1.061148415,-0.410971968,-0.179130181,1.003500658,1.062382268,0.159422388,-0.289860314,0.005804746,0.460440953,-0.221035265,-0.775852455,0.657023315,0.807582919,0.354730635,0.00355852,0.561240486,-0.19928672,0.001387389,-0.179529952,-0.374115726,0.071641454,-0.175510469,9.79
50,-0.671708548,0.594502594,0.216415944,-0.867310639,2.966908301,3.632494874,0.563295075,0.673025597,-0.188766144,-0.404378292,-0.699710626,-0.184142609,-0.426813034,-0.183001108,-0.747731683,-0.037707579,-0.866459638,-0.00725732,-0.160432044,-0.002784334,-0.136440967,-0.300362026,-0.331691623,0.996382471,0.502469492,-0.518043048,-0.208275755,-0.116048406,14.8
51,1.259873136,0.254239576,0.514788628,0.620924297,-0.475930099,-0.992285839,0.06641651,-0.209275058,0.035571565,-0.067615821,-0.204107264,0.402596691,0.376647694,0.227135013,1.024996121,0.299531715,-0.426046051,-0.550315066,-0.119898969,-0.088970094,-0.256530536,-0.739211692,0.135732381,0.381989866,0.219301892,0.094290693,-0.028686668,0.019197591,1.98
52,1.147368927,0.059034645,0.263632341,1.211023458,-0.044095579,0.301066501,-0.132959856,0.227885136,0.252191237,0.083903938,0.645046451,0.413361748,-1.468036029,0.502861188,-0.626936023,-0.369716052,-0.03179924,-0.215342174,0.05501965,-0.255923875,-0.087813418,-0.110756407,-0.097770725,-0.323374178,0.633278881,-0.305327819,0.027394124,-0.000580465,6.67
52,-3.005236722,2.600138202,1.483690737,-2.418472955,0.306326407,-0.824574532,2.065425639,-1.829346589,4.009258517,6.051521351,2.572500182,0.06685074,-0.353574309,-2.837135998,0.29222688,-0.30377384,-1.942303145,-0.435449716,-0.934016115,2.456724046,-0.852308858,-0.181268484,-0.163746504,0.515820526,0.136318432,0.460053967,-0.251258638,-1.105751157,1.46
53,-1.198967674,-1.474100471,1.840325987,-4.515824355,0.327567428,-0.174469283,0.959725705,-1.026456228,1.700434584,-0.078941761,1.662667145,0.4856193,-0.933024958,-1.118786565,0.141253041,-2.811887548,-0.50474581,0.891222663,-1.512022437,-0.769854287,-0.453169417,0.33461404,-0.364541412,-0.310185782,-0.302599494,-1.243924154,-1.123456545,-0.734351086,89.17
54,1.202398328,0.321711387,0.281210894,0.643688582,-0.148668596,-0.589738667,0.04841255,-0.09336125,-0.042934036,-0.343245662,0.235106051,0.569881915,0.676330389,-0.351249746,1.295130059,0.164859782,0.246413935,-0.804462522,-0.561740543,-0.070750567,-0.251113124,-0.680155165,0.148162527,0.047061501,0.157049746,0.121934641,-0.004607898,0.029418109,7.53
55,-4.575092608,-4.429183775,3.402585004,0.90391468,3.002223774,-0.491077708,-2.705393163,0.666451302,1.922216172,-0.614312027,0.384926577,1.194403452,-1.020718454,-1.246829406,-2.348673437,-0.213437533,-0.100221745,-0.406073073,-1.637572519,-0.960962934,-0.047365029,0.853359935,-0.971600429,-0.114861639,0.408300392,-0.304576466,0.547784789,-0.456296829,200.01
55,-0.77345,0.853112494,0.818253542,-0.236070161,0.803462539,-1.438728332,0.799479365,-0.007989,-0.761089559,-1.044464034,1.504134894,-0.291634168,-1.615433023,-0.665286836,-0.292983046,0.803106054,0.462149367,0.834641095,-0.651796833,-0.10085849,0.035361549,-0.116890316,-0.178926347,0.400155137,-0.026230684,0.165155684,0.0277618,0.132979788,0.76
56,-0.847998366,1.04345933,1.267368892,1.13552949,0.021362103,0.336914104,0.398479743,0.317399166,-0.028657945,0.534033192,0.811280075,-0.071002868,-1.969051595,0.450006443,-0.263173073,-0.968361413,0.459253724,0.003771192,1.000716252,0.128621717,-0.024046106,0.215006397,-0.13198159,-0.007415627,-0.136578135,-0.242960778,0.382930847,0.276416936,20.22
56,0.086996191,-0.051988742,-0.497882442,-3.151907857,2.558400362,2.79667097,0.470283271,0.265332803,0.91951346,-0.735585688,0.208724949,0.017130649,-0.110866964,-0.04267687,1.654140364,-0.392648023,-0.875960217,0.183946189,1.259380028,0.167231088,-0.23942558,-0.437342144,0.018425768,1.013037763,-0.258926559,-0.293189253,-0.394955581,-0.435995593,10.84
59,-0.773292609,-4.14600725,-0.932037567,0.027093684,-1.698307322,0.460187805,0.737344474,-0.314215582,-0.842672538,0.017275794,-0.617560332,-0.197503535,1.594957593,-0.259878797,1.221025466,1.324639512,0.120540186,-1.248648871,-0.005069791,2.442781774,0.890977779,0.026122575,-1.134769337,-0.65495825,0.098386262,-0.209149914,-0.171709156,0.208056641,1142.02
59,0.921024019,-0.162446861,-0.094331367,0.474083926,-0.021485961,-0.397506307,0.482642979,-0.117495975,-0.577836031,-0.018607137,1.837579183,1.450671064,0.679743973,0.59371845,0.249734698,-0.084367221,-0.25970728,-0.89499546,-0.010373942,0.214510448,-0.209381106,-0.930107296,0.028509911,0.032682009,0.155130495,0.13325047,-0.073534231,0.022349145,149.9
60,1.069141385,0.043785925,0.309867291,1.316693993,-0.462393624,-0.857887604,0.207903691,-0.191269942,0.056397899,0.041567455,-0.507358125,-0.10866622,-0.473257348,0.45204589,1.00567481,0.185441398,-0.439975752,0.012539148,-0.498587992,-0.001998251,0.11577545,0.164781092,-0.177564055,0.39189057,0.624681738,-0.288376428,-0.001311834,0.035811519,89.4
60,1.107029377,0.216441,0.53837815,1.476397993,-0.25194192,-0.340679707,0.154091745,-0.086502546,0.144420201,-0.157374628,-0.107560298,1.066325657,0.620788367,-0.070889338,-0.203857983,-0.853479419,0.336478014,-1.179531721,-0.501729107,-0.111852536,-0.06003745,0.059884123,-0.047526366,0.443992419,0.640295759,-0.337657131,0.042108484,0.02426471,26.72
62,-1.035105818,0.996013128,2.192470136,-0.170445303,-0.302319739,-0.142255768,0.223431774,0.28904341,0.094140891,-0.157858733,-0.386373549,-0.628633662,-1.023958211,0.098433875,1.562288762,0.168577702,-0.148826411,-0.28592721,-0.483363894,0.180287627,-0.098000008,-0.170245844,-0.137227527,0.055228279,0.079347554,0.302032602,0.39137735,0.196599881,5.99
64,1.212510891,-0.099054296,-1.192094095,0.286323562,2.160516252,3.61631351,-0.404206898,0.842330952,0.169360421,-0.030522177,-0.541957258,0.237212015,-0.218129649,0.197436521,-0.147850246,-0.097830142,-0.510052501,-0.070939281,0.355170584,0.01477744,-0.167496337,-0.49469457,-0.149785451,1.011226555,0.883547705,-0.329433811,0.020370146,0.017037086,34.7
64,-0.658304934,0.406790567,2.037460639,-0.291297974,0.147909809,-0.350857292,0.945373213,-0.172560017,0.025133398,-0.778134724,-0.196289802,0.632955262,0.374025172,-0.531597207,-0.615062565,-0.518078459,0.003880895,-1.288954074,-0.797804485,0.064132874,-0.156095761,-0.238804965,0.089877177,0.421195367,-0.352487134,0.074782742,-0.09419217,-0.09249313,54.99
64,0.959601659,0.370711305,0.88861337,2.343244103,0.352490841,1.365514606,-0.27777073,0.51605318,-0.700929045,0.468216239,0.74561151,0.373531003,-0.223918286,0.417438142,1.678400143,-0.5157016,0.662478668,-2.514235114,-2.589687575,-0.298404521,-0.155547161,-0.403239316,0.356504034,-0.696881459,-0.19871797,-0.220267916,0.068546196,0.020797315,7.55
67,-0.653444627,0.160225077,1.592255555,1.296832284,0.997174924,-0.343000302,0.469936931,-0.132470082,-0.197794077,-0.105005538,-0.543662211,0.302233023,0.141211079,-0.207880444,0.0241084,-1.206876592,0.394836382,-0.75095563,0.440558481,0.225920347,0.038362968,0.336449012,-0.014882833,0.10295901,-0.26532206,-0.348636687,0.011238449,-0.04947834,19.85
67,-1.494667841,0.8372414,2.628210618,3.145414379,-0.609098389,0.258495001,-0.012188613,0.102136035,-0.286163597,1.198556325,-0.550295669,-0.106845989,0.208014288,-0.680510403,0.507763583,-0.260264023,0.246631324,0.008855504,0.899415801,-0.028351935,-0.140047358,0.355044184,0.332719988,0.718192517,-0.219366046,0.118926551,-0.317485702,-0.340783398,28.28
